z_0_RfR_0,z_0_RfR_1,z_0_RfR_2,z_1_RfR_0,z_1_RfR_1,z_1_RfR_2,z_2_RfR_0,z_2_RfR_1,z_2_RfR_2,z_3_RfR_0,z_3_RfR_1,z_3_RfR_2,z_4_RfR_0,z_4_RfR_1,z_4_RfR_2,z_EWS_DaysToThreat,z_Az1_DikeIncrease_0,z_Az1_DikeIncrease_1,z_Az1_DikeIncrease_2,z_Az2_DikeIncrease_0,z_Az2_DikeIncrease_1,z_Az2_DikeIncrease_2,z_Az3_DikeIncrease_0,z_Az3_DikeIncrease_1,z_Az3_DikeIncrease_2,z_Az4_DikeIncrease_0,z_Az4_DikeIncrease_1,z_Az4_DikeIncrease_2,z_Az5_DikeIncrease_0,z_Az5_DikeIncrease_1,z_Az5_DikeIncrease_2,z_Dike_Investment_Costs,z_Evacuation_Costs,z_RfR_Investment_Costs,z_Expected_Number_of_Deaths,z_Az3_Expected_Annual_Damage,z_Az3_Expected_Number_of_Deaths
0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2317.1502834337607,182600000.0,0.0485908477678739,56164381.08867245,0.0426726723472368
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7332080.219521779,2851.1102738318177,213300000.0,0.0142547272430428,35538667.74065087,0.011114292461364
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,61400000.0,0.2295515116317426,72175714.46057664,0.1521868027775016
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8776.720685630924,30700000.0,0.2306571360034661,308857609.1682364,0.2306571360034661
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14570.727700754464,30700000.0,0.0961071400014442,308857609.1682364,0.0961071400014442
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8166.668129535806,61400000.0,0.0344327267447614,72175714.46057664,0.0228280204166252
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,24198032.45136138,4275.986157756832,0.0,0.0633854418451569,39782580.175031394,0.0319839611783778
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,24198032.45136138,0.0,0.0,0.1760706717921027,39782580.175031394,0.0888443366066051
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,30700000.0,0.6407142666762952,308857609.1682364,0.6407142666762952
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,28488618.508469995,6407.545568363403,0.0,0.0376725791390785,97858482.06671292,0.0321987799585457
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,92100000.0,0.1675112383114018,36489902.058584765,0.0770743203224676
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4367.611095278416,92100000.0,0.0603040457921046,36489902.058584765,0.0277467553160883
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4919.216567438039,61400000.0,0.0826385441874273,72175714.46057664,0.0547872489999005
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7250.916857395808,92100000.0,0.0251266857467102,36489902.058584765,0.0115611480483701
0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1277.8248773802738,334500000.0,0.0273223201401655,34499068.97097463,0.0255124068017402
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3846.83152523183,182600000.0,0.0202461865699474,56164381.08867245,0.017780280144682
0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2121.388956588345,334500000.0,0.0113843000584023,34499068.97097463,0.0106301695007251
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,49235246.53753511,2383.6338455424866,0.0,0.0433594618949567,39782580.175031394,0.0319839611783778
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,24198032.45136138,7098.80514471349,0.0,0.0264106007688154,39782580.175031394,0.0133266504909907
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20299287.0,3870.827632106052,92100000.0,0.0469898272501284,18681152.46461743,0.0143608037718615
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,24198032.0,0.0,61400000.0,0.1091889479131254,8414670.746210584,0.018439390118729
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20299287.0,0.0,61400000.0,0.1735236271837568,38330461.60645341,0.0830867091948226
0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22167818.0,1523.6125616647469,182600000.0,0.020993605110958,14319305.210200496,0.0111910900382768
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20299287.0,7723.493189583469,30700000.0,0.0349611960630317,75776382.67114146,0.0245969038710912
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,47877517.0,3372.288754752585,61400000.0,0.0156310626250234,38330461.60645341,0.0124630063792233
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,50650813.66970067,1646.8620832018014,61400000.0,0.0333040335394405,38330461.60645341,0.0299112153101361
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,49235246.53753511,3957.204626388895,0.0,0.0180664424562319,39782580.175031394,0.0133266504909907
0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7332080.219521779,1761.908415780079,334500000.0,0.0109270119617165,34499068.97097463,0.0106301695007251
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9008.197884011734,92100000.0,0.0201013485973682,36489902.058584765,0.0092489184386961
0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,334500000.0,0.075895333722682,34499068.97097463,0.0708677966715007
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,182600000.0,0.1349745771329831,56164381.08867245,0.1185352009645468
0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3552.0566738616994,213300000.0,0.0151611571200477,35538667.74065087,0.011114292461364
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,213300000.0,0.1010743808003183,35538667.74065087,0.0740952830757602
0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,303800000.0,0.0820138640332166,37151393.72959975,0.0791625782794621
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7332080.219521779,3208.7980285969043,182600000.0,0.0194364620135771,56164381.08867245,0.017780280144682
0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2139.591784726106,213300000.0,0.0363867770881146,35538667.74065087,0.0266743019072736
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,56436011.80488534,1475.070619736306,0.0,0.0126774233326639,0.0,0.0
0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,682.5245748388311,455700000.0,0.0136074768818995,17215427.052464943,0.0127126368670139
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,53835611.216782674,0.0,30700000.0,0.0352150648129552,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,56376627.09826419,0.0,0.0,0.041119710088814,8729250.850366732,0.0196866953113515
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,31398797.71871161,0.0,121200000.0,0.0273849666324687,0.0,0.0
0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1216.0874053576044,303800000.0,0.0295249910519579,37151393.72959975,0.0284985281806063
0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2018.8951065507104,303800000.0,0.0123020796049824,37151393.72959975,0.0118743867419193
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7332080.219521779,4350.48941515558,61400000.0,0.0797412044859967,72175714.46057664,0.0547872489999005
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,53835611.216782674,1475.070619736306,30700000.0,0.0126774233326639,0.0,0.0
0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22167818.0,0.0,182600000.0,0.0583155697526612,14319305.210200496,0.0310863612174357
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22167818.0,4138.581796498902,0.0,0.0917323569402619,97858482.06671292,0.0772770719005098
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20299287.0,18411.39720265809,0.0,0.0850432291194088,330412707.4516166,0.0850432291194088
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20299287.0,0.0,30700000.0,0.2330746404202115,75776382.67114146,0.1639793591406083
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,27578229.0,2570.786941772124,61400000.0,0.0576845887013311,72175714.46057664,0.0547872489999005
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6320800.0,0.0,61400000.0,0.2244595546380041,72175714.46057664,0.1521868027775016
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22167818.0,0.0,30700000.0,0.1764024408896481,39056520.890742406,0.0859655229007139
