z_0_RfR_0,z_0_RfR_1,z_0_RfR_2,z_1_RfR_0,z_1_RfR_1,z_1_RfR_2,z_2_RfR_0,z_2_RfR_1,z_2_RfR_2,z_3_RfR_0,z_3_RfR_1,z_3_RfR_2,z_4_RfR_0,z_4_RfR_1,z_4_RfR_2,z_EWS_DaysToThreat,z_Az1_DikeIncrease_0,z_Az1_DikeIncrease_1,z_Az1_DikeIncrease_2,z_Az2_DikeIncrease_0,z_Az2_DikeIncrease_1,z_Az2_DikeIncrease_2,z_Az3_DikeIncrease_0,z_Az3_DikeIncrease_1,z_Az3_DikeIncrease_2,z_Az4_DikeIncrease_0,z_Az4_DikeIncrease_1,z_Az4_DikeIncrease_2,z_Az5_DikeIncrease_0,z_Az5_DikeIncrease_1,z_Az5_DikeIncrease_2,z_Dike_Investment_Costs,z_Evacuation_Costs,z_RfR_Investment_Costs,z_Expected_Number_of_Deaths,z_Az3_Expected_Annual_Damage,z_Az3_Expected_Number_of_Deaths
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37255203.23710208,0.0,30700000.0,1.0081168218361392,486218468.0584568,0.9932902265025488
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,13346.202362754437,61400000.0,0.5935750807626647,0.0,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,30700000.0,1.9168108665099728,134568258.0796785,0.2679911977247923
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,61400000.0,1.6488196687851802,0.0,0.0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,39015701.403828174,7635.715038191265,61400000.0,0.2873292819294105,77178380.23056969,0.0557638485424717
0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7332080.219521779,2270.6049026026694,267200000.0,0.0598251582880682,70698403.10316665,0.0530734709025155
0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6320800.309666242,1818.9565515522345,382500000.0,0.0348026508419986,35538667.74065087,0.0266743019072736
0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4968.292009047841,267200000.0,0.0201887392454454,70698403.10316665,0.0176911569675051
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,42291505.65437629,11474.24368244087,61400000.0,0.1077008405374745,80858440.31682667,0.0249804685870025
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35874.74473990279,30700000.0,0.2300173039811966,134568258.0796785,0.032158943726975
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29361.55700387596,115300000.0,0.1208627169922954,486218468.0584568,0.1191948271803058
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6320800.309666242,5967.329389364449,146000000.0,0.0395555651454908,121287660.47524,0.0374707028805038
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,115300000.0,1.0071893082691288,486218468.0584568,0.9932902265025488
0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,146000000.0,0.2664976527487348,121287660.47524,0.2498046858700257
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22156.781266291546,61400000.0,0.247322950317777,0.0,0.0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27526.542373181022,61400000.0,0.1978583602542216,0.0,0.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,52994188.72148262,8548.143700681247,30700000.0,0.3141812357995777,109112484.51035585,0.0819452699857279
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,52994188.72148262,9795.261368938583,61400000.0,0.4177741519341632,2513412.41091886,0.001867048736954
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,48612305.96404253,20745.702694836687,61400000.0,0.1418977609376154,40429220.158413336,0.009992187434801
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52994188.72148262,0.0,30700000.0,0.4828061632309137,162756434.4967941,0.3395661400657966
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,54862719.29296569,23582.116381580687,0.0,0.1573100369887766,76579917.89368868,0.0197377739074047
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28876.45173192933,30700000.0,0.2875216299764959,134568258.0796785,0.0401986796587188
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,52994188.72148262,0.0,30700000.0,0.8727256549988268,109112484.51035585,0.2276257499603554
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14235.906426121675,115300000.0,0.3625881509768862,486218468.0584568,0.3575844815409174
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,48612305.96404253,16698.719025199985,61400000.0,0.1773722011720193,40429220.158413336,0.0124902342935012
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,37255203.23710208,0.0,61400000.0,0.7278900004722236,80858440.31682667,0.1665364572466838
0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2250.867362761356,297900000.0,0.0413904465240834,35538667.74065087,0.0266743019072736
0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3805.491041498725,146000000.0,0.0959391549895445,121287660.47524,0.0899296869132092
0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3694.2154634634753,230600000.0,0.0909354855535757,121287660.47524,0.0899296869132092
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,17393.815631468016,30700000.0,0.69005191194359,134568258.0796785,0.0964768311809252
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32694901.09416193,0.0,61400000.0,1.2244095765541476,38589190.115284845,0.0774497896423219
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,48612305.96404253,13964.863016492352,61400000.0,0.0859371616210092,80858440.31682667,0.019984374869602
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,39015701.403828174,10490.958700472853,61400000.0,0.4404521813460376,38589190.115284845,0.0278819242712358
0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,30351526.042379983,0.0,176700000.0,0.0994390959872014,36489902.058584765,0.0770743203224676
1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,297900000.0,0.1149734625668983,35538667.74065087,0.0740952830757602
