A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2
78.0,215.64091410065623,2.0,0.1888413599057885,325.6253319046365,0.0,0.03853262401676311,240.41525720182463,1.0,0.9484641278106369,225.02831228239603,2.0,0.6310529517205822,247.43964101619244,2.0,0.5519181372298739,1.0,2.0,0.0
92.0,148.34127592325376,0.0,0.5050426316610706,197.27910551006372,2.0,0.4808780217583948,254.23845679730266,2.0,0.3220944636372539,251.91634592636967,0.0,0.7971970923550911,204.38905918837878,1.0,0.3415888078384204,2.0,0.0,1.0
18.0,328.77945093858665,1.0,0.2996749783664116,341.60434181751674,0.0,0.8992895446228597,117.74094288348608,2.0,0.9848675321541913,201.73785263014668,0.0,0.44764415614703,37.87785740793761,1.0,0.524900500921665,1.0,2.0,2.0
30.0,260.7476356751464,0.0,0.73487922100396,110.55766303869976,0.0,0.8462947123507518,293.0546792948127,1.0,0.4803364196731919,77.58561577762038,2.0,0.2524672494117239,276.8376269288645,1.0,0.2850419340786091,0.0,1.0,3.0
61.0,312.9046314445561,1.0,0.6383337973402878,271.04371288669137,0.0,0.3393012229560487,107.10747705632531,1.0,0.8525664836355399,292.0634959901637,1.0,0.06861931421627812,56.92263076379936,0.0,0.9652012337973289,2.0,1.0,3.0
81.0,68.40736715306348,1.0,0.6698905181733917,87.70299938486858,2.0,0.1287839177153529,344.6652977327342,2.0,0.04852465791036285,345.69830233042137,1.0,0.7043796234460482,151.74966391014567,2.0,0.3784770702530734,0.0,2.0,0.0
36.0,346.7579464813125,2.0,0.482234261162358,147.9160162719566,1.0,0.5273476814098839,192.28548718406532,1.0,0.7828761021183511,212.5620606621207,2.0,0.49601911624192996,347.84113586984415,1.0,0.14010640596356824,1.0,1.0,1.0
93.0,127.38737045318443,1.0,0.023421242905277598,313.28261298876157,2.0,0.7963822199683984,54.99292899566861,2.0,0.09951808925136618,133.29912747755031,0.0,0.5542916985437276,259.08363092179786,2.0,0.7516310673338719,3.0,0.0,0.0
2.0,95.43627861513227,2.0,0.30127427102165705,60.0597380635991,0.0,0.09507538963762568,130.53609448128537,1.0,0.4301946049075983,118.1771176587587,1.0,0.3092857351740032,173.10806506137806,0.0,0.6837797940550931,0.0,2.0,0.0
43.0,170.41669461665862,2.0,0.863640134902658,286.1584881830537,2.0,0.20814676429125473,38.58891569137853,2.0,0.8345223262698792,308.56312756242147,0.0,0.944965294974396,176.39330861819877,2.0,0.7338711631718666,2.0,3.0,3.0
106.0,180.45856570330437,0.0,0.9320290012575461,141.09053548646952,1.0,0.3882891009737192,148.03317328585035,0.0,0.1511700969703036,329.1330580980939,0.0,0.513887621968335,75.75967765629795,0.0,0.4193442392809387,3.0,3.0,2.0
129.0,271.1413906140348,0.0,0.5788809056259846,173.45666560483093,1.0,0.9741705879976114,332.92845728244123,2.0,0.5327139409587495,108.72805021680395,1.0,0.20360142578990545,315.5772400763858,1.0,0.15923918344861637,0.0,0.0,2.0
11.0,81.26612362016621,0.0,0.402936205093811,30.403638374909086,1.0,0.6068100996803995,85.89496763732816,0.0,0.6311666544090621,271.2459106075878,2.0,0.17692689075976212,229.92319234177884,1.0,0.22162582199498995,3.0,1.0,1.0
116.0,42.14024498619634,1.0,0.050936017700431775,222.88406078488555,2.0,0.9494402984244055,174.3378317855221,0.0,0.703084981587624,86.89100272597291,1.0,0.843927854627615,117.6785473902845,2.0,0.8986011436648569,1.0,0.0,3.0
124.0,250.4859348955198,2.0,0.7855351152542623,256.1015433694209,2.0,0.6750302069415336,302.32717563101016,0.0,0.5635359305727183,144.32273030288297,0.0,0.879526416397172,82.72534153442355,2.0,0.9038086889194311,3.0,0.0,2.0
52.0,48.00420967027739,0.0,0.3538262839926951,182.61317148769712,1.0,0.595797447577808,237.83961065674862,0.0,0.2840726840393752,268.9057084762519,2.0,0.11946611918856083,217.26052898090626,2.0,0.6120589020210793,2.0,3.0,0.0
55.0,120.93345737423152,0.0,0.9953369240467871,206.7313698247708,1.0,0.2740027981428039,277.89956786095047,1.0,0.36651606900701156,57.83700270909296,2.0,0.392915892024152,295.2170458298639,0.0,0.005638362560593058,3.0,1.0,1.0
21.0,229.13123332632225,2.0,0.8241012157954831,74.83801359047145,1.0,0.7406625112010722,161.69635574422813,0.0,0.14242097118741803,36.33880117109277,2.0,0.6524253289566104,109.11551471095885,0.0,0.47697475917512455,2.0,2.0,3.0
67.0,201.20562674892113,2.0,0.1308810164683975,107.7631565823727,0.0,0.41432733164217883,216.21889073649982,2.0,0.6848248825320986,180.14499413066193,1.0,0.9965234782692937,322.89560324246554,0.0,0.09668313914438557,1.0,3.0,1.0
101.0,301.26887235565977,1.0,0.20535145308555458,253.94830730770994,0.0,0.18442551529649617,62.12290694064754,0.0,0.2496945973735207,167.33052908392796,0.0,0.037727737087248504,141.46707270497552,0.0,0.8245099478130203,0.0,3.0,2.0
